total,less_10000_total,less_10000_dialup,less_10000_broadband,less_10000_none,_10000_19900_total,_10000_19900_dialup,_10000_19900_broadband,_10000_19900_none,_20000_34999_total,_20000_34999_dialup,_20000_34999_broadband,_20000_34999_none,_35000_49999_total,_35000_49999_dialup,_35000_49999_broadband,_35000_49999_none,_50000_74900_total,_50000_74900_dialup,_50000_74900_broadband,_50000_74900_none,greater_75000_total,greater_75000_dialup,greater_75000_broadband,greater_75000_none,id,geographic_area_name
33561,4944,0,1719,3225,5256,10,3158,2088,5907,0,3990,1917,5979,43,4996,940,5798,124,4853,821,5677,6,5398,273,45075,"Orangeburg County, South Carolina"
48185,3116,0,1199,1917,6569,0,3056,3513,8567,80,6056,2431,6948,29,5242,1677,8944,177,8219,548,14041,0,13928,113,45077,"Pickens County, South Carolina"
152227,14268,0,9150,5118,12971,0,9041,3930,23164,0,17243,5921,22201,0,18812,3389,30295,62,27851,2382,49328,0,47370,1958,45079,"Richland County, South Carolina"
116018,7731,0,4614,3117,10906,22,5679,5205,17310,57,12198,5055,17710,69,14865,2776,21942,101,19388,2453,40419,78,37846,2495,45083,"Spartanburg County, South Carolina"
40396,2393,0,1318,1075,4468,0,2747,1721,8340,0,6138,2202,6856,0,5506,1350,8711,46,7290,1375,9628,0,9491,137,45085,"Sumter County, South Carolina"
100623,5599,0,3546,2053,7257,0,4889,2368,14775,0,11699,3076,12247,0,10697,1550,17348,0,16571,777,43397,46,41795,1556,45091,"York County, South Carolina"
76630,3139,0,2053,1086,6744,0,4119,2625,10840,0,7919,2921,10901,0,9078,1823,15246,0,14308,938,29760,0,28577,1183,46099,"Minnehaha County, South Dakota"
44794,1903,0,1447,456,3525,0,2262,1263,8508,0,5803,2705,5724,0,4749,975,8617,10,7949,658,16517,0,15705,812,46103,"Pennington County, South Dakota"
29505,2092,124,1464,504,3400,0,2767,633,5051,0,3685,1366,3969,0,3495,474,6362,0,5280,1082,8631,0,8418,213,47001,"Anderson County, Tennessee"
51446,2720,23,1775,922,4529,94,2487,1948,6739,20,5239,1480,8239,0,6096,2143,9877,29,8469,1379,19342,0,18074,1268,47009,"Blount County, Tennessee"
39104,2567,0,1264,1303,3595,0,1989,1606,6372,0,5150,1222,6641,89,5324,1228,8348,47,7558,743,11581,130,10790,661,47011,"Bradley County, Tennessee"
283445,16604,0,12025,4579,22200,47,16629,5524,38213,0,32064,6149,39090,25,35176,3889,51382,44,46520,4818,115956,71,112674,3211,47037,"Davidson County, Tennessee"
27316,2060,0,1448,612,3241,0,1806,1435,4866,0,3170,1696,3977,0,3552,425,6311,0,5206,1105,6861,0,6221,640,47059,"Greene County, Tennessee"
146057,8807,0,5821,2986,12581,0,7523,5058,23218,39,16470,6709,19532,0,17338,2194,26686,50,24136,2500,55233,78,53792,1363,47065,"Hamilton County, Tennessee"
185416,12591,61,7847,4683,18412,0,9796,8616,27106,0,20462,6644,23743,0,19458,4285,34472,0,31495,2977,69092,34,67438,1620,47093,"Knox County, Tennessee"
39223,3883,0,2864,1019,5057,0,3456,1601,6017,0,4753,1264,6669,0,6190,479,5423,0,4607,816,12174,0,11453,721,47113,"Madison County, Tennessee"
34361,1908,53,828,1027,2987,0,2016,971,6655,0,4790,1865,4284,0,3692,592,5646,0,5463,183,12881,0,12476,405,47119,"Maury County, Tennessee"
72973,4848,0,3719,1129,5725,0,4610,1115,11929,329,9700,1900,10386,0,9771,615,14044,0,13493,551,26041,0,25140,901,47125,"Montgomery County, Tennessee"
33388,1852,0,985,867,4342,0,2793,1549,7086,0,5597,1489,5104,0,3882,1222,5707,0,4835,872,9297,0,9180,117,47141,"Putnam County, Tennessee"
26375,1170,0,913,257,1840,0,832,1008,3776,0,3094,682,2678,0,2280,398,4742,0,4140,602,12169,54,11565,550,47147,"Robertson County, Tennessee"
115376,4791,0,3728,1063,6534,22,4418,2094,12834,15,11531,1288,18609,170,15545,2894,25633,0,22964,2669,46975,0,46210,765,47149,"Rutherford County, Tennessee"
36861,1968,0,1395,573,4331,91,2162,2078,6776,0,5117,1659,5825,0,5035,790,8038,0,7264,774,9923,0,9273,650,47155,"Sevier County, Tennessee"
352648,35405,0,17718,17687,45531,228,23135,22168,55628,243,38091,17294,45232,179,36084,8969,59399,544,50540,8315,111453,0,103039,8414,47157,"Shelby County, Tennessee"
64504,5223,0,3001,2222,9168,0,5307,3861,10862,56,8153,2653,9621,0,8225,1396,11322,0,10268,1054,18308,0,17463,845,47163,"Sullivan County, Tennessee"
68439,3196,0,2116,1080,4509,0,2884,1625,8108,0,6552,1556,8641,0,7475,1166,14687,0,13747,940,29298,0,28347,951,47165,"Sumner County, Tennessee"
54433,4853,0,2995,1858,6741,46,3678,3017,8859,0,6308,2551,7308,0,6272,1036,10152,47,9141,964,16520,56,16120,344,47179,"Washington County, Tennessee"
80601,1727,0,1552,175,2515,0,1708,807,4281,0,3581,700,6266,0,5735,531,11680,0,11000,680,54132,0,53285,847,47187,"Williamson County, Tennessee"
52489,1596,0,1159,437,3789,10,2061,1718,5741,0,3842,1899,5272,0,3966,1306,8965,0,8392,573,27126,0,25570,1556,47189,"Wilson County, Tennessee"
29898,2170,0,1694,476,3055,0,2138,917,6684,21,5364,1299,3954,0,3522,432,6023,0,5284,739,8012,0,7958,54,48005,"Angelina County, Texas"
25334,1560,0,989,571,2353,0,1276,1077,2960,0,2403,557,2709,0,2174,535,4158,0,3561,597,11594,0,10714,880,48021,"Bastrop County, Texas"
123188,7644,0,6140,1504,10632,55,8005,2572,17558,114,13630,3814,20317,0,18410,1907,24678,0,22669,2009,42359,0,39889,2470,48027,"Bell County, Texas"
644193,54666,23,29223,25420,61883,0,38664,23219,94117,347,71852,21918,89217,91,73943,15183,117287,0,105251,12036,227023,0,217391,9632,48029,"Bexar County, Texas"
35228,4283,0,2127,2156,4014,0,1599,2415,4746,0,3913,833,5261,0,3677,1584,6589,0,5366,1223,10335,13,9209,1113,48037,"Bowie County, Texas"
120802,5054,0,3568,1486,7715,0,5662,2053,15484,35,12462,2987,10846,0,8778,2068,22504,0,21030,1474,59199,0,57640,1559,48039,"Brazoria County, Texas"
81030,9270,0,6358,2912,7302,0,5578,1724,14409,0,11415,2994,9448,0,7045,2403,13842,0,11999,1843,26759,0,25624,1135,48041,"Brazos County, Texas"
124812,14362,0,5067,9295,19724,0,7411,12313,24338,0,12706,11632,15608,0,9299,6309,22610,39,14178,8393,28170,0,21194,6976,48061,"Cameron County, Texas"
344824,12832,0,10004,2828,12540,0,9090,3450,25441,109,22339,2993,30478,36,28035,2407,53559,0,50080,3479,209974,337,204509,5128,48085,"Collin County, Texas"
53182,2156,0,1556,600,2488,0,1542,946,6074,0,4494,1580,6783,0,5998,785,8465,103,8021,341,27216,69,26255,892,48091,"Comal County, Texas"
21491,1246,0,817,429,2274,14,1399,861,5113,8,4308,797,2761,0,2093,668,4038,0,3649,389,6059,0,5989,70,48099,"Coryell County, Texas"
937438,53340,378,31014,21948,69749,72,41315,28362,134322,188,93786,40348,129685,192,102661,26832,181940,0,158195,23745,368402,124,348476,19802,48113,"Dallas County, Texas"
297899,9910,0,7991,1919,12521,0,9363,3158,24678,52,20958,3668,32307,62,29624,2621,46293,0,42865,3428,172190,0,168661,3529,48121,"Denton County, Texas"
54326,2339,0,931,1408,4003,0,2089,1914,7553,0,5735,1818,6132,0,4795,1337,10789,0,9938,851,23510,0,21710,1800,48135,"Ector County, Texas"
58633,1338,0,983,355,3644,0,2686,958,6041,42,5243,756,5905,78,5318,509,10807,0,9960,847,30898,0,29932,966,48139,"Ellis County, Texas"
270160,25679,86,14010,11583,37583,16,24494,13073,49019,137,36984,11898,37885,56,31860,5969,47708,168,43088,4452,72286,0,64824,7462,48141,"El Paso County, Texas"
245410,7830,0,6116,1714,9743,0,6115,3628,20802,397,17968,2437,21134,47,18748,2339,41408,0,38763,2645,144493,91,140842,3560,48157,"Fort Bend County, Texas"
121976,7721,880,5295,1546,8897,0,7090,1807,13690,0,11203,2487,12582,0,10902,1680,18502,0,15687,2815,60584,0,56704,3880,48167,"Galveston County, Texas"
48963,3532,0,1357,2175,4299,0,2164,2135,7845,0,4790,3055,7616,0,5109,2507,9296,81,7301,1914,16375,75,13928,2372,48181,"Grayson County, Texas"
45513,3413,0,2103,1310,5031,0,3126,1905,7149,0,5614,1535,6498,0,4928,1570,7670,0,6778,892,15752,0,15259,493,48183,"Gregg County, Texas"
54789,2038,0,1142,896,3418,63,1802,1553,5532,40,4614,878,6631,0,5099,1532,10225,0,9711,514,26945,0,26053,892,48187,"Guadalupe County, Texas"
1600357,103453,39,68463,34951,134692,24,92428,42240,233096,410,181446,51240,203456,260,172822,30374,277725,482,251007,26236,647935,574,619391,27970,48201,"Harris County, Texas"
22928,1775,0,673,1102,1664,0,507,1157,3703,0,2264,1439,4150,0,2460,1690,3737,0,2575,1162,7899,0,6762,1137,48203,"Harrison County, Texas"
75164,5119,0,3984,1135,5853,0,4240,1613,9165,4,7074,2087,7584,0,6199,1385,13808,0,12605,1203,33635,0,32385,1250,48209,"Hays County, Texas"
30843,1959,0,1193,766,5155,0,3024,2131,6189,0,4113,2076,4096,0,3814,282,4955,0,4293,662,8489,0,8307,182,48213,"Henderson County, Texas"
237323,29166,130,12653,16383,37007,0,18957,18050,43445,0,27119,16326,31414,0,23051,8363,39017,57,30889,8071,57274,53,50793,6428,48215,"Hidalgo County, Texas"
34132,1617,0,1117,500,3941,0,2360,1581,6474,0,4585,1889,3818,53,3101,664,5431,0,5039,392,12851,0,11985,866,48231,"Hunt County, Texas"
90839,9810,0,5383,4427,9637,29,5307,4301,15908,0,10718,5190,11697,96,10045,1556,14132,0,12421,1711,29655,0,27575,2080,48245,"Jefferson County, Texas"
59180,2718,0,2025,693,3475,0,2453,1022,6344,0,4801,1543,9522,58,8755,709,13088,84,11971,1033,24033,0,23362,671,48251,"Johnson County, Texas"
39049,1851,0,964,887,2773,0,1603,1170,4905,0,2648,2257,3876,0,2726,1150,7971,0,7182,789,17673,0,16532,1141,48257,"Kaufman County, Texas"
27468,1794,0,923,871,2396,0,845,1551,4887,0,3830,1057,3842,0,2559,1283,6249,0,5646,603,8300,0,7896,404,48291,"Liberty County, Texas"
115686,10782,0,6583,4199,12890,0,8727,4163,17774,0,12874,4900,15997,35,12967,2995,18218,0,16704,1514,40025,76,36570,3379,48303,"Lubbock County, Texas"
92158,8347,0,5335,3012,11113,0,7210,3903,14492,0,9989,4503,12875,179,10471,2225,15549,0,14429,1120,29782,124,27127,2531,48309,"McLennan County, Texas"
57636,2103,0,1134,969,4448,0,2545,1903,4771,0,3792,979,5470,0,4428,1042,9062,0,8226,836,31782,0,29984,1798,48329,"Midland County, Texas"
202797,10207,0,7963,2244,10166,67,7606,2493,20630,0,17326,3304,23579,68,20825,2686,33325,27,31059,2239,104890,0,101369,3521,48339,"Montgomery County, Texas"
23442,1736,15,918,803,3277,0,2025,1252,3848,0,3245,603,3761,0,3251,510,4559,0,3736,823,6261,0,5692,569,48347,"Nacogdoches County, Texas"
129987,8279,0,5118,3161,13840,216,7584,6040,18315,0,13302,5013,19078,0,16336,2742,22112,0,20212,1900,48363,0,46595,1768,48355,"Nueces County, Texas"
30047,1370,0,898,472,2776,0,2121,655,4023,0,3307,716,4923,0,3625,1298,5253,0,4624,629,11702,0,11079,623,48361,"Orange County, Texas"
46238,2889,0,1064,1825,1291,0,845,446,5290,0,4403,887,5335,0,4546,789,8774,0,6900,1874,22659,0,21808,851,48367,"Parker County, Texas"
45550,4779,58,2547,2174,5132,28,3464,1640,10917,0,7918,2999,6308,0,5889,419,8639,0,6909,1730,9775,0,8715,1060,48375,"Potter County, Texas"
49457,1600,36,1352,212,2511,0,1891,620,7179,8,5620,1551,5533,0,4719,814,10050,0,9734,316,22584,0,21874,710,48381,"Randall County, Texas"
22202,1942,0,843,1099,2007,0,913,1094,2384,0,1338,1046,3797,0,3031,766,4320,0,3329,991,7752,0,7420,332,48409,"San Patricio County, Texas"
77330,6939,0,4328,2611,6207,0,3911,2296,9712,0,8025,1687,10325,0,9045,1280,14063,12,12948,1103,30084,10,27509,2565,48423,"Smith County, Texas"
722473,32882,0,24001,8881,51410,421,39173,11816,95220,177,76468,18575,88080,94,78474,9512,134359,160,124685,9514,320522,41,313005,7476,48439,"Tarrant County, Texas"
49811,2994,0,2325,669,4420,0,2892,1528,9755,0,7154,2601,8863,0,6733,2130,7637,0,6664,973,16142,0,15544,598,48441,"Taylor County, Texas"
43301,2578,40,1044,1494,5088,0,2777,2311,5420,0,3675,1745,7579,0,6973,606,7961,0,6857,1104,14675,0,13005,1670,48451,"Tom Green County, Texas"
486548,26482,0,20768,5714,28717,0,21688,7029,47909,84,38943,8882,54902,276,48466,6160,81197,220,75682,5295,247341,0,240438,6903,48453,"Travis County, Texas"
31918,2598,0,758,1840,4000,0,1594,2406,5782,0,3100,2682,3521,0,2150,1371,5009,0,4225,784,11008,0,10514,494,48469,"Victoria County, Texas"
22693,4081,0,3158,923,2773,0,2682,91,3882,0,3092,790,2845,36,1837,972,2786,74,2140,572,6326,0,5934,392,48471,"Walker County, Texas"
75300,7664,0,2516,5148,9309,0,4328,4981,13019,0,9193,3826,10015,0,7474,2541,13511,89,11096,2326,21782,0,19522,2260,48479,"Webb County, Texas"
46757,4544,76,2469,1999,5561,0,3483,2078,7442,86,5430,1926,6635,0,5459,1176,7234,58,6514,662,15341,88,14836,417,48485,"Wichita County, Texas"
185345,4555,0,3563,992,6482,22,4606,1854,16388,21,14075,2292,17557,0,16418,1139,33917,174,31236,2507,106446,0,103479,2967,48491,"Williamson County, Texas"
22864,651,0,256,395,1013,0,514,499,2919,0,1557,1362,3049,9,2617,423,5101,0,4317,784,10131,0,9378,753,48497,"Wise County, Texas"
39224,2342,0,1759,583,2900,0,2168,732,6284,0,5335,949,4794,0,4014,780,8051,0,7397,654,14853,0,14379,474,49005,"Cache County, Utah"
104462,2527,0,1844,683,3746,79,2651,1016,9224,116,8152,956,11322,44,9660,1618,16882,0,15819,1063,60761,0,58917,1844,49011,"Davis County, Utah"
381831,14763,78,11546,3139,19724,266,12790,6668,39359,109,32485,6765,45371,201,40317,4853,74337,179,67735,6423,188277,226,181402,6649,49035,"Salt Lake County, Utah"
20411,698,0,275,423,1591,112,740,739,1868,0,1868,0,2575,0,2178,397,3868,0,3751,117,9811,0,9746,65,49045,"Tooele County, Utah"
171117,4837,0,3016,1821,8097,93,5341,2663,18616,37,15326,3253,20242,69,17300,2873,33105,30,30863,2212,86220,95,81743,4382,49049,"Utah County, Utah"
59863,2879,0,1968,911,4269,0,2737,1532,9628,110,8308,1210,9183,72,8245,866,12179,0,11347,832,21725,0,20680,1045,49053,"Washington County, Utah"
85615,4354,0,3424,930,4254,71,2923,1260,9592,102,7710,1780,10547,0,9264,1283,18029,0,16808,1221,38839,93,37233,1513,49057,"Weber County, Utah"
66095,3571,0,2395,1176,4926,0,3447,1479,6606,12,4782,1812,6677,0,5547,1130,11001,26,9800,1175,33314,52,30508,2754,50007,"Chittenden County, Vermont"
41956,1475,0,1193,282,3044,35,2359,650,5056,55,3276,1725,4344,0,3860,484,6000,0,5576,424,22037,81,20871,1085,51003,"Albemarle County, Virginia"
109940,3390,0,2688,702,4254,0,2228,2026,4647,129,3514,1004,6053,0,4642,1411,14355,262,12007,2086,77241,47,74887,2307,51013,"Arlington County, Virginia"
29783,1356,0,338,1018,2505,0,1101,1404,3486,0,2093,1393,4896,94,3983,819,6098,0,5237,861,11442,0,10453,989,51015,"Augusta County, Virginia"
31271,1123,0,555,568,2589,124,1509,956,4966,68,3620,1278,4053,53,3327,673,5792,128,5167,497,12748,75,11788,885,51019,"Bedford County, Virginia"
126748,3161,0,2194,967,5779,36,3968,1775,13071,67,10816,2188,13238,20,11828,1390,23961,0,22322,1639,67538,93,65270,2175,51041,"Chesterfield County, Virginia"
396628,10352,44,8205,2103,11572,0,9437,2135,22848,27,19122,3699,25141,26,22881,2234,43545,53,40811,2681,283170,170,278532,4468,51059,"Fairfax County, Virginia"
25134,918,0,900,18,894,0,780,114,2001,38,1528,435,1536,37,1311,188,4510,0,4121,389,15275,0,14569,706,51061,"Fauquier County, Virginia"
31551,359,0,310,49,1511,0,817,694,3504,0,2465,1039,3572,0,2912,660,5403,39,4724,640,17202,0,16192,1010,51069,"Frederick County, Virginia"
39929,816,0,628,188,2182,71,978,1133,3041,0,2600,441,3543,0,2720,823,7040,0,5790,1250,23307,0,22583,724,51085,"Hanover County, Virginia"
129408,5470,0,4167,1303,8470,169,4819,3482,15179,53,11884,3242,18467,60,16068,2339,22310,0,20425,1885,59512,78,58412,1022,51087,"Henrico County, Virginia"
29849,1405,0,510,895,1921,0,1122,799,2062,0,1400,662,2707,157,1803,747,5488,0,5178,310,16266,0,14551,1715,51095,"James City County, Virginia"
133417,1529,0,1203,326,2684,43,2074,567,6483,0,5728,755,7483,71,6500,912,13154,57,12243,854,102084,67,99647,2370,51107,"Loudoun County, Virginia"
34585,4369,0,3813,556,4174,0,2839,1335,4524,0,3375,1149,3388,0,3315,73,7200,0,6561,639,10930,0,10528,402,51121,"Montgomery County, Virginia"
143861,3224,0,2971,253,3873,0,3042,831,8343,0,7334,1009,11564,0,10641,923,19856,107,19085,664,97001,0,95359,1642,51153,"Prince William County, Virginia"
38061,863,77,437,349,2774,70,1602,1102,6219,0,4377,1842,4781,0,4177,604,5687,0,5504,183,17737,46,15989,1702,51161,"Roanoke County, Virginia"
31462,2218,0,943,1275,1802,27,1287,488,3821,0,2393,1428,4748,0,3700,1048,7273,96,5758,1419,11600,0,10816,784,51165,"Rockingham County, Virginia"
45223,1648,0,1245,403,1843,29,1197,617,3559,63,2758,738,3419,0,2846,573,8178,0,7606,572,26576,46,25741,789,51177,"Spotsylvania County, Virginia"
48418,986,0,824,162,1180,0,977,203,2965,47,2543,375,3307,0,2577,730,6647,0,6443,204,33333,86,32922,325,51179,"Stafford County, Virginia"
24996,1165,0,614,551,1281,0,626,655,1634,0,1438,196,2866,0,2542,324,4529,0,4062,467,13521,0,12358,1163,51199,"York County, Virginia"
71740,2949,0,1762,1187,3468,0,2314,1154,4869,0,4147,722,5167,0,4596,571,9828,0,8894,934,45459,0,44419,1040,51510,"Alexandria city, Virginia"
86122,3787,0,2943,844,4719,0,3528,1191,7939,0,6022,1917,10063,0,8973,1090,13561,0,12879,682,46053,0,44547,1506,51550,"Chesapeake city, Virginia"
54800,4516,19,2460,2037,5087,31,3217,1839,6244,87,4008,2149,8395,0,6412,1983,12236,0,10313,1923,18322,0,16951,1371,51650,"Hampton city, Virginia"
28500,2143,0,1291,852,3167,42,2301,824,7193,0,5525,1668,3655,0,3020,635,4058,42,3805,211,8284,0,7718,566,51680,"Lynchburg city, Virginia"
71291,5673,49,2190,3434,6770,0,3256,3514,11374,56,5991,5327,11702,0,6150,5552,13848,74,9476,4298,21924,0,18861,3063,51700,"Newport News city, Virginia"
89338,8142,0,5446,2696,9786,0,6733,3053,14537,93,11754,2690,12536,43,10671,1822,18580,0,16628,1952,25757,74,24744,939,51710,"Norfolk city, Virginia"
34578,4108,0,2480,1628,3105,0,1791,1314,5837,50,4805,982,4905,0,4314,591,6516,0,5659,857,10107,127,9546,434,51740,"Portsmouth city, Virginia"
91359,9382,0,5394,3988,9684,0,5736,3948,15276,119,11062,4095,12398,0,9448,2950,14271,0,12131,2140,30348,0,28339,2009,51760,"Richmond city, Virginia"
41353,3928,0,2457,1471,5251,0,2270,2981,8777,0,5447,3330,6246,0,4722,1524,5586,28,5397,161,11565,0,10382,1183,51770,"Roanoke city, Virginia"
34890,1585,0,747,838,3152,0,1587,1565,3186,25,2104,1057,4143,47,3003,1093,5935,0,4740,1195,16889,31,16256,602,51800,"Suffolk city, Virginia"
172183,5589,0,4201,1388,7384,0,5471,1913,16657,41,13943,2673,21006,0,18602,2404,32992,105,30276,2611,88555,29,85141,3385,51810,"Virginia Beach city, Virginia"
71921,2245,0,1670,575,4725,107,3520,1098,9629,0,6643,2986,9348,72,8249,1027,14240,177,11833,2230,31734,0,30236,1498,53005,"Benton County, Washington"
31587,934,0,372,562,2203,0,1938,265,6034,0,3682,2352,4460,0,3733,727,7781,0,7030,751,10175,0,9667,508,53007,"Chelan County, Washington"
33265,1905,0,1315,590,4243,0,2672,1571,4449,0,3675,774,3988,203,3544,241,6810,0,6570,240,11870,0,11527,343,53009,"Clallam County, Washington"
178980,6529,0,4576,1953,9357,88,6900,2369,18842,137,15179,3526,22230,101,20450,1679,33690,380,31164,2146,88332,33,86091,2208,53011,"Clark County, Washington"
43279,2694,0,1879,815,3438,45,2348,1045,6993,0,5162,1831,6070,0,5322,748,8377,0,7336,1041,15707,0,14616,1091,53015,"Cowlitz County, Washington"
27067,920,0,673,247,1881,0,1637,244,3604,0,2962,642,4171,29,3509,633,6221,0,6011,210,10270,0,9725,545,53021,"Franklin County, Washington"
30806,2074,0,918,1156,2648,0,1690,958,4789,0,4058,731,5255,43,4651,561,4839,0,4583,256,11201,0,10761,440,53025,"Grant County, Washington"
27674,2333,0,1594,739,3370,0,2189,1181,4716,0,3638,1078,3760,85,3261,414,6282,0,5639,643,7213,0,6822,391,53027,"Grays Harbor County, Washington"
34572,1798,0,1545,253,1959,64,1570,325,3724,52,3063,609,4723,116,4233,374,7599,0,6750,849,14769,76,14309,384,53029,"Island County, Washington"
897476,38288,130,27450,10708,43095,129,30070,12896,71149,347,59212,11590,78165,317,67464,10384,128023,294,118346,9383,538756,503,526298,11955,53033,"King County, Washington"
105411,4857,0,3700,1157,6105,66,4838,1201,10062,131,7803,2128,12314,142,11152,1020,17667,128,16743,796,54406,50,53394,962,53035,"Kitsap County, Washington"
30327,1547,0,1147,400,2318,0,1795,523,4605,0,3535,1070,4765,48,3905,812,5044,46,4552,446,12048,0,11287,761,53041,"Lewis County, Washington"
25864,1451,0,1022,429,2467,0,1668,799,4198,0,3696,502,2904,0,2664,240,5351,28,5010,313,9493,0,8888,605,53045,"Mason County, Washington"
328519,12812,0,8364,4448,16828,53,10793,5982,33284,0,27032,6252,40216,0,34678,5538,60053,264,53409,6380,165326,181,158511,6634,53053,"Pierce County, Washington"
48474,2541,8,1908,625,2689,25,1848,816,5335,65,4390,880,6441,0,5610,831,7958,13,7755,190,23510,41,22193,1276,53057,"Skagit County, Washington"
300215,9520,0,7353,2167,13797,50,9224,4523,25991,0,21396,4595,28624,0,26582,2042,50768,166,46903,3699,171515,206,167047,4262,53061,"Snohomish County, Washington"
206191,12571,0,9176,3395,18732,116,14358,4258,29694,54,24222,5418,28027,0,25436,2591,40285,161,36892,3232,76882,18,74409,2455,53063,"Spokane County, Washington"
110713,3892,0,2936,956,7192,34,5339,1819,10648,224,7900,2524,14680,35,12572,2073,20493,66,18253,2174,53808,0,51284,2524,53067,"Thurston County, Washington"
87080,5327,0,3771,1556,6772,61,4849,1862,12055,0,9709,2346,10248,63,8315,1870,18379,0,16749,1630,34299,0,32286,2013,53073,"Whatcom County, Washington"
83320,5649,132,3259,2258,8736,38,5527,3171,11951,52,9817,2082,13443,85,11181,2177,16882,0,15038,1844,26659,0,24846,1813,53077,"Yakima County, Washington"
45800,1987,0,1494,493,2921,0,2375,546,6645,0,4998,1647,6252,100,4591,1561,11134,0,9391,1743,16861,0,15805,1056,54003,"Berkeley County, West Virginia"
38024,4739,0,3061,1678,4778,124,2449,2205,7875,0,6064,1811,5992,0,5146,846,6431,24,5576,831,8209,0,7890,319,54011,"Cabell County, West Virginia"
26878,2545,0,1413,1132,3153,0,1601,1552,4862,0,3501,1361,3523,0,2680,843,4922,0,4438,484,7873,0,7473,400,54033,"Harrison County, West Virginia"
78482,5726,52,4346,1328,11029,0,5790,5239,16432,60,12037,4335,12462,34,10757,1671,12701,12,11062,1627,20132,96,19247,789,54039,"Kanawha County, West Virginia"
40603,4624,0,3452,1172,3921,0,2833,1088,5806,0,5001,805,5612,38,5097,477,6702,47,6195,460,13938,92,13736,110,54061,"Monongalia County, West Virginia"
31169,3566,0,2289,1277,5799,0,2909,2890,4836,41,3254,1541,4085,0,3203,882,4891,0,4315,576,7992,56,7302,634,54081,"Raleigh County, West Virginia"
36064,2572,33,1317,1222,5251,51,3285,1915,7076,0,4919,2157,5327,0,4795,532,5422,120,4611,691,10416,0,9729,687,54107,"Wood County, West Virginia"
104470,4092,0,2885,1207,8295,15,5487,2793,15171,235,11407,3529,13183,234,10440,2509,21815,23,19095,2697,41914,35,40253,1626,55009,"Brown County, Wisconsin"
226350,10297,57,7762,2478,10657,196,7598,2863,25746,311,19976,5459,29625,152,24853,4620,42221,186,38469,3566,107804,461,103229,4114,55025,"Dane County, Wisconsin"
35221,1558,0,887,671,2750,0,1433,1317,4802,0,3907,895,5258,83,4361,814,6273,44,5527,702,14580,0,14010,570,55027,"Dodge County, Wisconsin"
40421,2491,0,1654,837,2935,18,2270,647,6031,0,4870,1161,4680,91,4085,504,8760,0,8216,544,15524,0,14822,702,55035,"Eau Claire County, Wisconsin"
41009,2064,0,1320,744,3710,29,2347,1334,5868,53,3852,1963,5834,0,4918,916,8956,47,7495,1414,14577,0,13857,720,55039,"Fond du Lac County, Wisconsin"
33180,1087,0,706,381,2234,0,1779,455,4739,71,2827,1841,4058,72,3261,725,7140,25,6512,603,13922,48,13238,636,55055,"Jefferson County, Wisconsin"
62950,2838,0,1871,967,4951,0,3735,1216,8661,81,6597,1983,8419,51,7267,1101,11188,59,10080,1049,26893,48,25778,1067,55059,"Kenosha County, Wisconsin"
47924,2078,8,1230,840,3419,97,1901,1421,7924,110,6142,1672,6892,29,5603,1260,8616,6,7799,811,18995,80,18337,578,55063,"La Crosse County, Wisconsin"
35259,1441,0,1087,354,3417,0,1592,1825,6005,26,4282,1697,5715,14,4815,886,7324,35,6946,343,11357,0,10963,394,55071,"Manitowoc County, Wisconsin"
56245,1631,10,1008,613,4609,51,2458,2100,7871,348,4988,2535,7474,94,6244,1136,12133,68,10836,1229,22527,99,21326,1102,55073,"Marathon County, Wisconsin"
384281,32798,98,19211,13489,42071,182,25044,16845,62942,317,42994,19631,55570,29,45285,10256,69459,149,59598,9712,121441,144,114713,6584,55079,"Milwaukee County, Wisconsin"
74603,2323,0,1686,637,5938,49,3603,2286,9964,89,7565,2310,9477,13,7957,1507,14734,0,13540,1194,32167,13,31142,1012,55087,"Outagamie County, Wisconsin"
36261,916,0,673,243,2807,0,1847,960,3572,0,2366,1206,3837,0,3508,329,5474,0,4916,558,19655,146,19005,504,55089,"Ozaukee County, Wisconsin"
29193,1688,10,1410,268,3079,0,2077,1002,3483,0,2770,713,4338,13,3818,507,5828,19,4856,953,10777,0,10418,359,55097,"Portage County, Wisconsin"
76808,5424,0,3892,1532,6160,0,3513,2647,12189,99,9997,2093,8521,0,7715,806,13792,39,12136,1617,30722,78,29657,987,55101,"Racine County, Wisconsin"
64632,2258,0,1362,896,6432,18,3882,2532,9002,41,6953,2008,10609,145,8855,1609,13445,18,12125,1302,22886,189,21489,1208,55105,"Rock County, Wisconsin"
34422,847,0,552,295,1693,22,1328,343,3125,0,1866,1259,4248,52,3184,1012,5667,53,5275,339,18842,78,17907,857,55109,"St. Croix County, Wisconsin"
46308,1527,0,967,560,3975,0,2523,1452,6494,37,4554,1903,6453,0,5500,953,9879,0,9211,668,17980,20,17342,618,55117,"Sheboygan County, Wisconsin"
40864,1906,82,1083,741,3214,0,1971,1243,5075,0,4098,977,5590,34,5240,316,8170,0,7158,1012,16909,181,15604,1124,55127,"Walworth County, Wisconsin"
55488,1441,56,801,584,2471,11,1142,1318,6113,31,4620,1462,8058,85,6699,1274,10146,85,9377,684,27259,0,26641,618,55131,"Washington County, Wisconsin"
